,name_id,session,defect_rate,term,name,sex,party,partyGroup,areaName,onboardDate,leaveFlag,leaveDate,leaveReason,party_num,party_group_num,birth_date,age,place_of_birth,degree,incumbent,valid_votes,total_votes,electorate,pop,electorate_over_pop_pct,total_votes_over_electorate_pct,elected_over_cands_pct,vote,vote_over_total_votes_pct,vote_margin,vote_over_total_votes_pct_margin,constituency,tier,lnpopudensity,experience,defect_date,defect_period,president,vice_president
93,231,2,0.0,9,鄭寶清,1,民主進步黨,民主進步黨,桃園市第4選舉區,2016-02-01,否,,,16,16,1955-01-10,61,桃園市,6,2,172666,175561,261773,344060,76.08,67.07,50.0,86413,50.04,160,0.0899999999999963,桃園市4,1,9.384157180786133,2,,,0,0
94,235,2,0.0022522522522522522,9,鄭運鵬,1,民主進步黨,民主進步黨,桃園市第1選舉區,2016-02-01,否,,,16,16,1973-06-02,42,臺北市,4,2,181899,184338,277449,364797,76.06,66.44,33.33,85955,47.25,5813,3.200000000000003,桃園市1,1,8.566106796264648,1,,,0,0
95,239,2,0.0,9,鍾佳濱,1,民主進步黨,民主進步黨,屏東縣第2選舉區,2016-02-01,否,,,16,16,1965-02-23,50,高雄市,5,2,145019,147421,213023,260943,81.64,69.2,50.0,76204,52.54,7389,5.089999999999996,屏東縣2,1,7.398841381072998,0,,,0,0
96,240,2,0.0,9,鍾孔炤,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1956-11-14,59,臺灣省,2,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
97,251,2,0.0022522522522522522,9,陳明文,1,民主進步黨,民主進步黨,嘉義縣第2選舉區,2016-02-01,否,,,16,16,1954-05-13,61,臺灣省,4,1,135833,141024,223450,271083,82.43,63.11,33.33,88538,65.18,45259,33.32000000000001,嘉義縣2,1,5.803024291992188,3,,,0,0
98,257,2,0.0,9,陳歐珀,1,民主進步黨,民主進步黨,宜蘭縣選舉區,2016-02-01,否,,,16,16,1962-10-12,53,臺灣省,5,1,224281,229244,357077,441410,80.89,64.2,12.5,120393,53.67,57026,25.42,宜蘭縣,1,7.031970977783203,1,,,0,0
99,261,2,0.006756756756756757,9,陳瑩,2,民主進步黨,民主進步黨,平地原住民,2016-02-01,否,,,16,16,1972-11-15,43,臺灣省,5,2,,,,,,,,,,,,平地原住民,3,,2,,,0,0
100,267,2,0.0,9,陳素月,2,民主進步黨,民主進步黨,彰化縣第4選舉區,2016-02-01,否,,,16,16,1966-01-18,49,臺灣省,5,1,166885,171026,260906,327622,79.64,65.55,50.0,95518,57.23,24151,14.469999999999999,彰化縣4,1,7.304401397705078,1,,,0,0
101,268,2,0.0,9,陳賴素美,2,民主進步黨,民主進步黨,桃園市第2選舉區,2016-02-01,否,,,16,16,1964-01-10,52,臺灣省,4,2,178988,182056,271280,349758,77.56,67.11,16.67,89792,50.16,13319,7.439999999999998,桃園市2,1,6.87086296081543,0,,,0,0
102,289,2,0.0,9,黃國書,1,民主進步黨,民主進步黨,臺中市第6選舉區,2016-02-01,否,,,16,16,1964-01-03,52,臺灣省,5,1,171732,174693,258303,329442,78.41,67.63,33.33,95725,55.74,26114,15.21,臺中市6,1,9.723369598388672,1,,,0,0
103,294,2,0.0,9,黃秀芳,2,民主進步黨,民主進步黨,彰化縣第2選舉區,2016-02-01,否,,,16,16,1971-11-10,44,臺灣省,4,2,162471,165026,237921,302973,78.53,69.36,14.29,73227,45.07,8207,5.060000000000002,彰化縣2,1,7.518308639526367,0,,,0,0
104,3,3,0.007692307692307693,9,何欣純,2,民主進步黨,民主進步黨,臺中市第7選舉區,2016-02-01,否,,,16,16,1973-12-18,42,臺中市,5,1,188823,191970,288794,372245,77.58,66.47,33.33,119098,63.07,52917,28.03,臺中市7,1,8.328047752380371,1,,,0,0
105,5,3,0.0,9,余宛如,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1980-06-11,35,臺北市,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
106,9,3,0.0,9,劉世芳,2,民主進步黨,民主進步黨,高雄市第3選舉區,2016-02-01,否,,,16,16,1959-08-13,56,臺北市,5,2,191111,193945,289344,371644,77.86,67.03,20.0,102255,53.5,28463,14.89,高雄市3,1,8.974637985229492,1,,,0,0
107,10,3,0.0,9,劉建國,1,民主進步黨,民主進步黨,雲林縣第2選舉區,2016-02-01,否,,,16,16,1969-03-09,46,臺灣省,4,1,177663,180972,283296,353065,80.24,63.88,25.0,121114,68.17,74620,42.010000000000005,雲林縣2,1,6.439717769622803,2,,,0,0
108,16,3,0.0,9,吳思瑤,2,民主進步黨,民主進步黨,臺北市第1選舉區,2016-02-01,否,,,16,16,1974-05-28,41,新北市,5,2,188807,190937,275449,332274,82.9,69.32,20.0,95951,50.81,13302,7.039999999999999,臺北市1,1,8.410959243774414,0,,,0,0
109,22,3,0.0,9,吳焜裕,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1959-02-20,56,臺灣省,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
110,23,3,0.007692307692307693,9,吳玉琴,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1964-08-15,51,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
111,25,3,0.007692307692307693,9,吳秉叡,1,民主進步黨,民主進步黨,新北市第4選舉區,2016-02-01,否,,,16,16,1966-10-07,49,臺灣省,5,1,185313,190135,282373,358137,78.84,67.33,14.29,116723,62.98,62236,33.58,新北市4,1,9.87725067138672,2,,,0,0
112,28,3,0.007692307692307693,9,呂孫綾,2,民主進步黨,民主進步黨,新北市第1選舉區,2016-02-01,否,,,16,16,1988-03-12,27,臺北市,5,2,206924,211826,322726,408515,79.0,65.64,16.67,110243,53.27,25661,12.400000000000006,新北市1,1,7.352620601654053,0,,,0,0
113,33,3,0.0,9,周春米,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1966-11-01,49,臺灣省,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
114,38,3,0.0,9,尤美女,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1955-01-29,60,臺灣省,5,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
115,46,3,0.0,9,張宏陸,1,民主進步黨,民主進步黨,新北市第6選舉區,2016-02-01,否,,,16,16,1972-01-10,44,臺中市,5,2,146775,149096,215111,265272,81.09,69.31,11.11,77223,52.61,19173,13.060000000000002,新北市6,1,10.170262336730955,0,,,0,0
116,47,3,0.0,9,張廖萬堅,1,民主進步黨,民主進步黨,臺中市第4選舉區,2016-02-01,否,,,16,16,1965-02-09,50,臺中市,5,2,190716,194122,287435,382966,75.05,67.54,16.67,100649,52.77,30525,16.010000000000005,臺中市4,1,8.55213928222656,0,,,0,0
117,64,3,0.0,9,施義芳,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-05-26,否,,,16,16,1962-02-10,53,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
118,71,3,0.0,9,李俊俋,1,民主進步黨,民主進步黨,嘉義市選舉區,2016-02-01,否,,,16,16,1965-07-06,50,臺灣省,5,1,137097,139544,208988,269404,77.57,66.77,25.0,73965,53.95,25072,18.290000000000006,嘉義市,1,8.424968719482422,1,,,0,0
119,80,3,0.0,9,李昆澤,1,民主進步黨,民主進步黨,高雄市第6選舉區,2016-02-01,否,,,16,16,1964-04-29,51,臺灣省,5,1,142504,144307,210687,263893,79.84,68.49,33.33,83986,58.93,27297,19.15,高雄市6,1,9.942572593688965,2,,,0,0
120,86,3,0.0,9,李麗芬,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-05-26,否,,,16,16,1968-12-20,47,臺灣省,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
121,89,3,0.0,9,林俊憲,1,民主進步黨,民主進步黨,臺南市第4選舉區,2016-02-01,否,,,16,16,1965-03-07,50,臺南市,5,2,199166,202319,301713,378454,79.72,67.06,16.67,117302,58.89,52650,26.43,臺南市4,1,9.0323486328125,0,,,0,0
122,93,3,0.007692307692307693,9,林岱樺,2,民主進步黨,民主進步黨,高雄市第4選舉區,2016-02-01,否,,,16,16,1972-08-04,43,高雄市,5,1,162473,166337,248774,304795,81.62,66.86,33.33,122722,75.53,85011,52.32,高雄市4,1,7.536966323852539,4,,,0,0
123,102,3,0.06923076923076923,9,林淑芬,2,民主進步黨,民主進步黨,新北市第2選舉區,2016-02-01,否,,,16,16,1973-01-17,42,臺灣省,1,1,179356,183736,274711,347738,79.0,66.88,50.0,123299,68.74,67242,37.489999999999995,新北市2,1,9.711467742919922,3,,,0,0
124,108,3,0.0,9,林靜儀,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1974-02-12,41,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
125,112,3,0.0,9,柯建銘,1,民主進步黨,民主進步黨,新竹市選舉區,2016-02-01,否,,,16,16,1951-09-08,64,臺灣省,4,1,219311,222206,324395,429915,75.46,68.5,10.0,90642,41.33,10691,4.8799999999999955,新竹市,1,8.345541000366211,7,,,0,0
126,121,3,0.0,9,段宜康,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1963-11-14,52,臺北市,4,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,2,,,0,0
127,124,3,0.0,9,江永昌,1,民主進步黨,民主進步黨,新北市第8選舉區,2016-02-01,否,,,16,16,1969-10-22,46,新北市,5,2,187345,193586,282028,342980,82.23,68.64,16.67,100543,53.66,24805,13.239999999999995,新北市8,1,9.96938705444336,0,,,0,0
128,131,3,0.0,9,洪宗熠,1,民主進步黨,民主進步黨,彰化縣第3選舉區,2016-02-01,否,,,16,16,1969-01-27,46,臺灣省,5,2,169585,173540,270227,336417,80.33,64.22,20.0,75609,44.58,6161,3.6299999999999955,彰化縣3,1,6.760020732879639,0,,,0,0
129,147,3,0.0,9,王榮璋,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1964-05-28,51,高雄市,2,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
130,157,3,0.0,9,管碧玲,2,民主進步黨,民主進步黨,高雄市第5選舉區,2016-02-01,否,,,16,16,1956-12-09,59,臺中市,6,1,148903,151450,221204,270663,81.73,68.47,25.0,88506,59.43,31034,20.839999999999996,高雄市5,1,9.368345260620115,3,,,0,0
131,164,3,0.0,9,羅致政,1,民主進步黨,民主進步黨,新北市第7選舉區,2016-02-01,否,,,16,16,1964-11-17,51,臺灣省,6,2,153966,156437,224631,284858,78.86,69.64,25.0,82544,53.61,21199,13.769999999999996,新北市7,1,10.170262336730955,0,,,0,0
132,168,3,0.0,9,莊瑞雄,1,民主進步黨,民主進步黨,屏東縣第3選舉區,2016-02-01,否,,,16,16,1963-04-20,52,臺灣省,5,1,125661,127895,201649,247434,81.5,63.42,20.0,67260,53.52,25937,20.64,屏東縣3,1,6.291550636291504,1,,,0,0
133,171,3,0.0,9,葉宜津,2,民主進步黨,民主進步黨,臺南市第1選舉區,2016-02-01,否,,,16,16,1960-08-21,55,臺南市,5,1,165458,171018,272907,327964,83.21,62.67,25.0,117842,71.22,81158,49.05,臺南市1,1,6.267124652862549,5,,,0,0
134,175,3,0.007692307692307693,9,蔡培慧,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1971-09-02,44,臺灣省,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
135,177,3,0.0,9,蔡易餘,1,民主進步黨,民主進步黨,嘉義縣第1選舉區,2016-02-01,否,,,16,16,1981-03-14,34,臺灣省,4,2,136831,139952,201665,243252,82.9,69.4,33.33,72469,52.96,10293,7.530000000000001,嘉義縣1,1,6.185158729553223,0,,,0,0
136,180,3,0.007692307692307693,9,蔡適應,1,民主進步黨,民主進步黨,基隆市選舉區,2016-02-01,否,,,16,16,1973-06-14,42,臺北市,5,2,189869,192247,298947,363090,82.33,64.31,25.0,78707,41.45,10075,5.310000000000002,基隆市,1,8.471088409423828,0,,,0,0
137,187,3,0.007692307692307693,9,蕭美琴,2,民主進步黨,民主進步黨,花蓮縣選舉區,2016-02-01,否,,,16,16,1971-08-07,44,其他,5,1,117594,120122,198114,240031,82.54,60.63,25.0,63231,53.77,11983,10.190000000000005,花蓮縣,1,6.184973239898682,3,,,0,0
138,190,3,0.0,9,蘇巧慧,2,民主進步黨,民主進步黨,新北市第5選舉區,2016-02-01,否,,,16,16,1976-04-05,39,臺北市,5,2,164381,166321,244030,312730,78.03,68.16,33.33,92237,56.11,25223,15.350000000000001,新北市5,1,9.179351806640623,0,,,0,0
139,191,3,0.0,9,蘇治芬,2,民主進步黨,民主進步黨,雲林縣第1選舉區,2016-02-01,否,,,16,16,1953-07-10,62,臺灣省,2,2,162634,167757,279736,344461,81.21,59.97,33.33,87378,53.72,17764,10.920000000000002,雲林縣1,1,6.241756439208984,1,,,0,0
140,193,3,0.0,9,蘇震清,1,民主進步黨,民主進步黨,屏東縣第1選舉區,2016-02-01,否,,,16,16,1965-02-02,50,臺灣省,5,1,145572,150291,228120,274836,83.0,65.88,50.0,101894,69.99,58216,39.989999999999995,屏東縣1,1,6.051806926727295,2,,,0,0
141,195,3,0.0,9,許智傑,1,民主進步黨,民主進步黨,高雄市第8選舉區,2016-02-01,否,,,16,16,1966-01-05,50,臺灣省,5,1,186488,190025,281637,353170,79.75,67.47,14.29,110276,59.13,51309,27.520000000000003,高雄市8,1,9.422904014587402,1,,,0,0
142,212,3,0.0,9,賴瑞隆,1,民主進步黨,民主進步黨,高雄市第9選舉區,2016-02-01,否,,,16,16,1973-11-15,42,臺灣省,5,2,166516,169350,250192,308478,81.11,67.69,25.0,100862,60.57,43516,26.14,高雄市9,1,8.7794189453125,0,,,0,0
143,214,3,0.0,9,趙天麟,1,民主進步黨,民主進步黨,高雄市第7選舉區,2016-02-01,否,,,16,16,1973-03-08,42,臺北市,5,1,160696,163146,239787,287880,83.29,68.04,20.0,97228,60.5,42459,26.42,高雄市7,1,9.73849868774414,1,,,0,0
144,217,3,0.015384615384615385,9,邱志偉,1,民主進步黨,民主進步黨,高雄市第2選舉區,2016-02-01,否,,,16,16,1972-07-24,43,臺灣省,6,1,175247,178539,256424,316584,81.0,69.63,20.0,110819,63.23,49633,28.32,高雄市2,1,7.3627848625183105,1,,,0,0
145,231,3,0.0,9,鄭寶清,1,民主進步黨,民主進步黨,桃園市第4選舉區,2016-02-01,否,,,16,16,1955-01-10,61,桃園市,6,2,172666,175561,261773,344060,76.08,67.07,50.0,86413,50.04,160,0.0899999999999963,桃園市4,1,9.384157180786133,2,,,0,0
146,235,3,0.0,9,鄭運鵬,1,民主進步黨,民主進步黨,桃園市第1選舉區,2016-02-01,否,,,16,16,1973-06-02,42,臺北市,4,2,181899,184338,277449,364797,76.06,66.44,33.33,85955,47.25,5813,3.200000000000003,桃園市1,1,8.566106796264648,1,,,0,0
147,239,3,0.0,9,鍾佳濱,1,民主進步黨,民主進步黨,屏東縣第2選舉區,2016-02-01,否,,,16,16,1965-02-23,50,高雄市,5,2,145019,147421,213023,260943,81.64,69.2,50.0,76204,52.54,7389,5.089999999999996,屏東縣2,1,7.398841381072998,0,,,0,0
148,240,3,0.007692307692307693,9,鍾孔炤,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1956-11-14,59,臺灣省,2,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
149,251,3,0.0,9,陳明文,1,民主進步黨,民主進步黨,嘉義縣第2選舉區,2016-02-01,否,,,16,16,1954-05-13,61,臺灣省,4,1,135833,141024,223450,271083,82.43,63.11,33.33,88538,65.18,45259,33.32000000000001,嘉義縣2,1,5.803024291992188,3,,,0,0
150,257,3,0.0,9,陳歐珀,1,民主進步黨,民主進步黨,宜蘭縣選舉區,2016-02-01,否,,,16,16,1962-10-12,53,臺灣省,5,1,224281,229244,357077,441410,80.89,64.2,12.5,120393,53.67,57026,25.42,宜蘭縣,1,7.031970977783203,1,,,0,0
151,261,3,0.015384615384615385,9,陳瑩,2,民主進步黨,民主進步黨,平地原住民,2016-02-01,否,,,16,16,1972-11-15,43,臺灣省,5,2,,,,,,,,,,,,平地原住民,3,,2,,,0,0
152,267,3,0.0,9,陳素月,2,民主進步黨,民主進步黨,彰化縣第4選舉區,2016-02-01,否,,,16,16,1966-01-18,49,臺灣省,5,1,166885,171026,260906,327622,79.64,65.55,50.0,95518,57.23,24151,14.469999999999999,彰化縣4,1,7.304401397705078,1,,,0,0
153,268,3,0.0,9,陳賴素美,2,民主進步黨,民主進步黨,桃園市第2選舉區,2016-02-01,否,,,16,16,1964-01-10,52,臺灣省,4,2,178988,182056,271280,349758,77.56,67.11,16.67,89792,50.16,13319,7.439999999999998,桃園市2,1,6.87086296081543,0,,,0,0
154,289,3,0.0,9,黃國書,1,民主進步黨,民主進步黨,臺中市第6選舉區,2016-02-01,否,,,16,16,1964-01-03,52,臺灣省,5,1,171732,174693,258303,329442,78.41,67.63,33.33,95725,55.74,26114,15.21,臺中市6,1,9.723369598388672,1,,,0,0
155,294,3,0.0,9,黃秀芳,2,民主進步黨,民主進步黨,彰化縣第2選舉區,2016-02-01,否,,,16,16,1971-11-10,44,臺灣省,4,2,162471,165026,237921,302973,78.53,69.36,14.29,73227,45.07,8207,5.060000000000002,彰化縣2,1,7.518308639526367,0,,,0,0
156,3,4,0.0,9,何欣純,2,民主進步黨,民主進步黨,臺中市第7選舉區,2016-02-01,否,,,16,16,1973-12-18,42,臺中市,5,1,188823,191970,288794,372245,77.58,66.47,33.33,119098,63.07,52917,28.03,臺中市7,1,8.328047752380371,1,,,0,0
157,5,4,0.0,9,余宛如,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1980-06-11,35,臺北市,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
158,9,4,0.0,9,劉世芳,2,民主進步黨,民主進步黨,高雄市第3選舉區,2016-02-01,否,,,16,16,1959-08-13,56,臺北市,5,2,191111,193945,289344,371644,77.86,67.03,20.0,102255,53.5,28463,14.89,高雄市3,1,8.974637985229492,1,,,0,0
159,10,4,0.03125,9,劉建國,1,民主進步黨,民主進步黨,雲林縣第2選舉區,2016-02-01,否,,,16,16,1969-03-09,46,臺灣省,4,1,177663,180972,283296,353065,80.24,63.88,25.0,121114,68.17,74620,42.010000000000005,雲林縣2,1,6.439717769622803,2,,,0,0
160,16,4,0.0,9,吳思瑤,2,民主進步黨,民主進步黨,臺北市第1選舉區,2016-02-01,否,,,16,16,1974-05-28,41,新北市,5,2,188807,190937,275449,332274,82.9,69.32,20.0,95951,50.81,13302,7.039999999999999,臺北市1,1,8.410959243774414,0,,,0,0
161,22,4,0.0,9,吳焜裕,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1959-02-20,56,臺灣省,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
162,23,4,0.0,9,吳玉琴,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1964-08-15,51,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
163,25,4,0.0,9,吳秉叡,1,民主進步黨,民主進步黨,新北市第4選舉區,2016-02-01,否,,,16,16,1966-10-07,49,臺灣省,5,1,185313,190135,282373,358137,78.84,67.33,14.29,116723,62.98,62236,33.58,新北市4,1,9.87725067138672,2,,,0,0
164,28,4,0.0,9,呂孫綾,2,民主進步黨,民主進步黨,新北市第1選舉區,2016-02-01,否,,,16,16,1988-03-12,27,臺北市,5,2,206924,211826,322726,408515,79.0,65.64,16.67,110243,53.27,25661,12.400000000000006,新北市1,1,7.352620601654053,0,,,0,0
165,33,4,0.0,9,周春米,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1966-11-01,49,臺灣省,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
166,38,4,0.0,9,尤美女,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1955-01-29,60,臺灣省,5,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
167,46,4,0.0,9,張宏陸,1,民主進步黨,民主進步黨,新北市第6選舉區,2016-02-01,否,,,16,16,1972-01-10,44,臺中市,5,2,146775,149096,215111,265272,81.09,69.31,11.11,77223,52.61,19173,13.060000000000002,新北市6,1,10.170262336730955,0,,,0,0
168,47,4,0.0,9,張廖萬堅,1,民主進步黨,民主進步黨,臺中市第4選舉區,2016-02-01,否,,,16,16,1965-02-09,50,臺中市,5,2,190716,194122,287435,382966,75.05,67.54,16.67,100649,52.77,30525,16.010000000000005,臺中市4,1,8.55213928222656,0,,,0,0
169,64,4,0.0,9,施義芳,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-05-26,否,,,16,16,1962-02-10,53,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
170,71,4,0.0,9,李俊俋,1,民主進步黨,民主進步黨,嘉義市選舉區,2016-02-01,否,,,16,16,1965-07-06,50,臺灣省,5,1,137097,139544,208988,269404,77.57,66.77,25.0,73965,53.95,25072,18.290000000000006,嘉義市,1,8.424968719482422,1,,,0,0
171,80,4,0.0,9,李昆澤,1,民主進步黨,民主進步黨,高雄市第6選舉區,2016-02-01,否,,,16,16,1964-04-29,51,臺灣省,5,1,142504,144307,210687,263893,79.84,68.49,33.33,83986,58.93,27297,19.15,高雄市6,1,9.942572593688965,2,,,0,0
172,86,4,0.03125,9,李麗芬,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-05-26,否,,,16,16,1968-12-20,47,臺灣省,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
173,89,4,0.0,9,林俊憲,1,民主進步黨,民主進步黨,臺南市第4選舉區,2016-02-01,否,,,16,16,1965-03-07,50,臺南市,5,2,199166,202319,301713,378454,79.72,67.06,16.67,117302,58.89,52650,26.43,臺南市4,1,9.0323486328125,0,,,0,0
174,93,4,0.0,9,林岱樺,2,民主進步黨,民主進步黨,高雄市第4選舉區,2016-02-01,否,,,16,16,1972-08-04,43,高雄市,5,1,162473,166337,248774,304795,81.62,66.86,33.33,122722,75.53,85011,52.32,高雄市4,1,7.536966323852539,4,,,0,0
175,102,4,0.125,9,林淑芬,2,民主進步黨,民主進步黨,新北市第2選舉區,2016-02-01,否,,,16,16,1973-01-17,42,臺灣省,1,1,179356,183736,274711,347738,79.0,66.88,50.0,123299,68.74,67242,37.489999999999995,新北市2,1,9.711467742919922,3,,,0,0
176,108,4,0.0,9,林靜儀,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1974-02-12,41,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
177,112,4,0.0,9,柯建銘,1,民主進步黨,民主進步黨,新竹市選舉區,2016-02-01,否,,,16,16,1951-09-08,64,臺灣省,4,1,219311,222206,324395,429915,75.46,68.5,10.0,90642,41.33,10691,4.8799999999999955,新竹市,1,8.345541000366211,7,,,0,0
178,121,4,0.0,9,段宜康,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1963-11-14,52,臺北市,4,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,2,,,0,0
179,124,4,0.0,9,江永昌,1,民主進步黨,民主進步黨,新北市第8選舉區,2016-02-01,否,,,16,16,1969-10-22,46,新北市,5,2,187345,193586,282028,342980,82.23,68.64,16.67,100543,53.66,24805,13.239999999999995,新北市8,1,9.96938705444336,0,,,0,0
180,131,4,0.0,9,洪宗熠,1,民主進步黨,民主進步黨,彰化縣第3選舉區,2016-02-01,否,,,16,16,1969-01-27,46,臺灣省,5,2,169585,173540,270227,336417,80.33,64.22,20.0,75609,44.58,6161,3.6299999999999955,彰化縣3,1,6.760020732879639,0,,,0,0
181,147,4,0.0,9,王榮璋,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1964-05-28,51,高雄市,2,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
182,157,4,0.0,9,管碧玲,2,民主進步黨,民主進步黨,高雄市第5選舉區,2016-02-01,否,,,16,16,1956-12-09,59,臺中市,6,1,148903,151450,221204,270663,81.73,68.47,25.0,88506,59.43,31034,20.839999999999996,高雄市5,1,9.368345260620115,3,,,0,0
183,164,4,0.0,9,羅致政,1,民主進步黨,民主進步黨,新北市第7選舉區,2016-02-01,否,,,16,16,1964-11-17,51,臺灣省,6,2,153966,156437,224631,284858,78.86,69.64,25.0,82544,53.61,21199,13.769999999999996,新北市7,1,10.170262336730955,0,,,0,0
184,168,4,0.0,9,莊瑞雄,1,民主進步黨,民主進步黨,屏東縣第3選舉區,2016-02-01,否,,,16,16,1963-04-20,52,臺灣省,5,1,125661,127895,201649,247434,81.5,63.42,20.0,67260,53.52,25937,20.64,屏東縣3,1,6.291550636291504,1,,,0,0
185,171,4,0.0,9,葉宜津,2,民主進步黨,民主進步黨,臺南市第1選舉區,2016-02-01,否,,,16,16,1960-08-21,55,臺南市,5,1,165458,171018,272907,327964,83.21,62.67,25.0,117842,71.22,81158,49.05,臺南市1,1,6.267124652862549,5,,,0,0
